0,1,2,3,4,5
137,"Sara Crewe; Or, What Happened at Miss Minchin's Boarding School by Burnett",English,"Burnett, Frances Hodgson",,"Mar 8, 2006"
138,George Sand: Some Aspects of Her Life and Writings by René Doumic,English,"Doumic, René",,"Mar 11, 2006"
139,The Lost World by Arthur Conan Doyle,English,"Doyle, Arthur Conan",,"Jun 1, 1994"
140,The Jungle by Upton Sinclair,English,"Sinclair, Upton",,"Mar 11, 2006"
141,Mansfield Park by Jane Austen,English,"Austen, Jane",,"Jun 1, 1994"
142,"The $30,000 Bequest, and Other Stories by Mark Twain",English,"Twain, Mark",,"Sep 14, 2004"
143,The Mayor of Casterbridge by Thomas Hardy,English,"Hardy, Thomas",,"Mar 11, 2006"
144,The Voyage Out by Virginia Woolf,English,"Woolf, Virginia",,"Jan 12, 2006"
145,Middlemarch by George Eliot,English,"Eliot, George",,"Jul 1, 1994"
146,A Little Princess by Frances Hodgson Burnett,English,"Burnett, Frances Hodgson",,"Jul 1, 1994"
147,Common Sense by Thomas Paine,English,"Paine, Thomas",,"Jul 1, 1994"
148,The Autobiography of Benjamin Franklin by Benjamin Franklin,English,"Franklin, Benjamin",,"Jul 1, 1994"
149,The Lost Continent by Edgar Rice Burroughs,English,"Burroughs, Edgar Rice",,"Jul 1, 1994"
150,The Republic by Plato,English,"Plato, 428? BCE-348? BCE",,"Jul 1, 1994"
151,The Rime of the Ancient Mariner by Samuel Taylor Coleridge,English,"Coleridge, Samuel Taylor",,"Mar 11, 2006"
152,Wild Justice by Ruth M. Sprague,English,"Sprague, Ruth M.",,"Aug 1, 1994"
153,Jude the Obscure by Thomas Hardy,English,"Hardy, Thomas",,"Aug 1, 1994"
154,The Rise of Silas Lapham by William Dean Howells,English,"Howells, William Dean",,"Aug 1, 1994"
155,The Moonstone by Wilkie Collins,English,"Collins, Wilkie",,"Jan 12, 2006"
156,"Symphony No. 5 in C minor, Opus 67 by Ludwig van Beethoven",English,"Beethoven, Ludwig van",,"Aug 1, 1994"
157,Daddy-Long-Legs by Jean Webster,English,"Webster, Jean",,"Aug 1, 1994"
158,Emma by Jane Austen,English,"Austen, Jane",,"Aug 1, 1994"
159,The island of Doctor Moreau by H. G. Wells,English,"Wells, H. G. (Herbert George)",,"Oct 14, 2004"
160,"The Awakening, and Selected Short Stories by Kate Chopin",English,"Chopin, Kate",,"Mar 11, 2006"
161,Sense and Sensibility by Jane Austen,English,"Austen, Jane",,"Sep 1, 1994"
162,Take Me for a Ride: Coming of Age in a Destructive Cult by Mark E. Laxer,English,"Laxer, Mark E.",,"Sep 1, 1994"
163,Flower Fables by Louisa May Alcott,English,"Alcott, Louisa May",,"Sep 1, 1994"
164,Twenty Thousand Leagues under the Sea by Jules Verne,English,"Verne, Jules",,"Sep 1, 1994"
165,McTeague: A Story of San Francisco by Frank Norris,English,"Norris, Frank",,"Mar 12, 2006"
166,Summer by Edith Wharton,English,"Wharton, Edith",,"Mar 12, 2006"
167,American Hand Book of the Daguerreotype by S. D. Humphrey,English,"Humphrey, S. D. (Samuel Dwight)",,"Sep 1, 1994"
168,The History and Practice of the Art of Photography by Henry Hunt Snelling,English,"Snelling, Henry Hunt",,"Oct 1, 1994"
169,The Well at the World's End: A Tale by William Morris,English,"Morris, William",,"Oct 1, 1994"
170,The Haunted Hotel: A Mystery of Modern Venice by Wilkie Collins,English,"Collins, Wilkie",,"Oct 1, 1994"
171,Charlotte Temple by Mrs. Rowson,English,"Rowson, Mrs.",,"Mar 12, 2006"
172,The Haunted Bookshop by Christopher Morley,English,"Morley, Christopher",,"Oct 1, 1994"
173,The Insidious Dr. Fu Manchu by Sax Rohmer,English,"Rohmer, Sax",,"Oct 1, 1994"
174,The Picture of Dorian Gray by Oscar Wilde,English,"Wilde, Oscar",,"Oct 1, 1994"
175,The Phantom of the Opera by Gaston Leroux,English,"Leroux, Gaston",,"Oct 1, 1994"
176,Roderick Hudson by Henry James,English,"James, Henry",,"Mar 12, 2006"
177,The American by Henry James,English,"James, Henry",,"Mar 12, 2006"
178,Confidence by Henry James,English,"James, Henry",,"Mar 15, 2006"
179,The Europeans by Henry James,English,"James, Henry",,"Mar 15, 2006"
180,The 1994 CIA World Factbook by United States. Central Intelligence Agency,English,United States. Central Intelligence Agency,,"Nov 1, 1994"
181,The Project Gutenberg RST Manual by Marcello Perathoner,English,Unavailable,,"Jan 1, 2001"
200,"The Project Gutenberg Encyclopedia, Volume 1 of 28 by Project Gutenberg",English,Project Gutenberg,,"Jan 1, 1995"
201,Flatland: A Romance of Many Dimensions by Edwin Abbott Abbott,English,"Abbott, Edwin Abbott",,"Jan 1, 1995"
202,My Bondage and My Freedom by Frederick Douglass,English,"Douglass, Frederick",,"Jul 2, 2008"
203,Uncle Tom's Cabin by Harriet Beecher Stowe,English,"Stowe, Harriet Beecher",,"Jan 13, 2006"
204,The Innocence of Father Brown by G. K. Chesterton,English,"Chesterton, G. K. (Gilbert Keith)",,"Jul 9, 2008"
205,"Walden, and On The Duty Of Civil Disobedience by Henry David Thoreau",English,"Thoreau, Henry David",,"Jan 1, 1995"
206,"The Martin Luther King, Jr. Day, 1995, Memorial Issue by Various",English,Various,,"Jun 29, 2008"
207,The Spell of the Yukon and Other Verses by Robert W. Service,English,"Service, Robert W. (Robert William)",,"Jan 1, 1995"
208,Daisy Miller: A Study by Henry James,English,"James, Henry",,"Jul 3, 2008"
209,The Turn of the Screw by Henry James,English,"James, Henry",,"Feb 1, 1995"
210,An International Episode by Henry James,English,"James, Henry",,"Jul 9, 2008"
211,The Aspern Papers by Henry James,English,"James, Henry",,"Jun 29, 2008"
212,A List of Factorial Math Constants by Unknown,English,Unknown,,"Feb 1, 1995"
213,The Man from Snowy River by A. B. Paterson,English,"Paterson, A. B. (Andrew Barton)",,"Feb 1, 1995"
214,"In the Days When the World Was Wide, and Other Verses by Henry Lawson",English,"Lawson, Henry",,"Jul 3, 2008"
215,The call of the wild by Jack London,English,"London, Jack",,"Jul 2, 2008"
216,"The Tao Teh King, or the Tao and its Characteristics by Laozi",English,Laozi,,"Feb 1, 1995"
217,Sons and Lovers by D. H. Lawrence,English,"Lawrence, D. H. (David Herbert)",,"Jan 16, 2006"
218,"C. Iuli Caesaris De Bello Gallico, I-IV by Julius Caesar",Latin,"Caesar, Julius, 100 BCE-44 BCE",,"Jul 3, 2008"
219,Heart of Darkness by Joseph Conrad,English,"Conrad, Joseph",,"Jan 9, 2006"
220,The Secret Sharer by Joseph Conrad,English,"Conrad, Joseph",,"Jan 9, 2006"
221,The Return of Sherlock Holmes by Arthur Conan Doyle,English,"Doyle, Arthur Conan",,"Feb 1, 1995"
222,The Moon and Sixpence by W. Somerset Maugham,English,"Maugham, W. Somerset (William Somerset)",,"Feb 1, 1995"
223,The Wisdom of Father Brown by G. K. Chesterton,English,"Chesterton, G. K. (Gilbert Keith)",,"Feb 1, 1995"
224,A pair of blue eyes by Thomas Hardy,English,"Hardy, Thomas",,"Jul 11, 2008"
225,At the Back of the North Wind by George MacDonald,English,"MacDonald, George",,"Jul 11, 2008"
226,Cicero's Orations by Marcus Tullius Cicero,Latin,"Cicero, Marcus Tullius, 107 BCE-44 BCE",,"Mar 1, 1995"
227,Aeneidos by Virgil,Latin,"Virgil, 71 BCE-20 BCE",,"Mar 1, 1995"
228,The Aeneid by Virgil,English,"Virgil, 71 BCE-20 BCE",,"Mar 1, 1995"
229,The Bucolics and Eclogues by Virgil,Latin,"Virgil, 71 BCE-20 BCE",,"Mar 1, 1995"
230,The Bucolics and Eclogues by Virgil,English,"Virgil, 71 BCE-20 BCE",,"Mar 1, 1995"
231,Georgicon by Virgil,Latin,"Virgil, 71 BCE-20 BCE",,"Mar 1, 1995"
232,The Georgics by Virgil,English,"Virgil, 71 BCE-20 BCE",,"Mar 1, 1995"
233,Sister Carrie: A Novel by Theodore Dreiser,English,"Dreiser, Theodore",,"Mar 1, 1995"
234,Child Christopher and Goldilind the Fair by William Morris,English,"Morris, William",,"Jul 2, 2008"
235,William Gibson Interviewed by Giuseppe Salza,English,"Salza, Giuseppe",,"Mar 1, 1995"
236,The Jungle Book by Rudyard Kipling,English,"Kipling, Rudyard",,"Jan 16, 2006"
237,Sexti Properti Elegiarvm: Liber Primvs by Sextus Propertius,Latin,"Propertius, Sextus",,"Mar 1, 1995"
238,Dear Enemy by Jean Webster,English,"Webster, Jean",,"Jul 3, 2008"
239,Radar Map of the United States by United States,English,United States,,"Mar 1, 1995"
240,Stories from the Old Attic by Robert A. Harris,English,"Harris, Robert A. (Robert Alan), 1950-",,"Apr 1, 1995"
241,"Clotelle; Or, The Colored Heroine, a tale of the Southern States; Or, The…",English,"Brown, William Wells, 1814?-1884",,"Jul 2, 2008"
242,My Ántonia by Willa Cather,English,"Cather, Willa",,"Jul 11, 2008"
243,"The Forged Coupon, and Other Stories by graf Leo Tolstoy",English,"Tolstoy, Leo, graf",,"Mar 15, 2006"
244,A Study in Scarlet by Arthur Conan Doyle,English,"Doyle, Arthur Conan",,"Apr 1, 1995"
245,Life on the Mississippi by Mark Twain,English,"Twain, Mark",,"Jul 10, 2004"
246,The Rubaiyat of Omar Khayyam by Omar Khayyam,English,Omar Khayyam,,"Apr 1, 1995"
247,Webster's Unabridged Dictionary (1st 100 Pages) by Noah Webster,English,"Webster, Noah",,"Apr 1, 1995"
248,Webster's Unabridged Dictionary (2nd 100 Pages) by Noah Webster,English,"Webster, Noah",,"Apr 1, 1995"
249,French Cave Paintings,English,Unavailable,,"Apr 1, 1995"
250,A Brief History of the Internet by Maxwell Fuller and Michael Hart,English,"Fuller, Maxwell",,"Apr 1, 1995"
251,1995 United States Congressional Address Book by United States,English,United States,,"Apr 1, 1995"
252,Copyright Law of the United States of America,English,Library of Congress. Copyright Office,,"Apr 1, 1995"
253,The Universal Copyright Convention (1988) by Coalition for Networked Information,English,Coalition for Networked Information,,"Apr 1, 1995"
254,The Second Story of Meno by Unknown,English,Unknown,,"Jul 9, 2008"
255,"QREAD, Etext Reader for Windows by Dan Scavezze",English,"Scavezze, Dan",,"Apr 1, 1995"
256,Motion Picture of Rotating Earth by United States,English,United States,,"May 1, 1995"
257,Troilus and Criseyde by Geoffrey Chaucer,English,"Chaucer, Geoffrey, 1343?-1400",,"May 1, 1995"
258,Poems by Adam Lindsay Gordon by Adam Lindsay Gordon,English,"Gordon, Adam Lindsay",,"Jun 29, 2008"
259,Ballads of a Cheechako by Robert W. Service,English,"Service, Robert W. (Robert William)",,"Jul 2, 2008"
260,An Introduction to the Study of Robert Browning's Poetry by Browning and Corson,English,"Browning, Robert",,"Jul 5, 2008"
261,A Dome of Many-Coloured Glass by Amy Lowell,English,"Lowell, Amy",,"Jul 3, 2008"
262,The Collected Poems of Rupert Brooke by Rupert Brooke,English,"Brooke, Rupert",,"May 1, 1995"
263,"Trees, and Other Poems by Joyce Kilmer",English,"Kilmer, Joyce",,"May 1, 1995"
264,"Main Street, and Other Poems by Joyce Kilmer",English,"Kilmer, Joyce",,"Jul 9, 2008"
265,The Life and Death of Cormac the Skald by W. G. Collingwood and Jón Stefánsson,English,Unavailable,,"Jul 3, 2008"
266,"Confessio Amantis; Or, Tales of the Seven Deadly Sins by John Gower",English,"Gower, John, 1325?-1408",,"Jul 3, 2008"
267,The Touchstone by Edith Wharton,English,"Wharton, Edith",,"May 1, 1995"
268,The Octopus : A Story of California by Frank Norris,English,"Norris, Frank",,"Jul 11, 2008"
269,Beasts and Super-Beasts by Saki,English,Saki,,"May 1, 1995"
270,Dream Days by Kenneth Grahame,English,"Grahame, Kenneth",,"Jul 3, 2008"
271,Black Beauty by Anna Sewell,English,"Sewell, Anna",,"Jan 16, 2006"
272,An Open Letter on Translating by Martin Luther,English,"Luther, Martin",,"Jun 1, 1995"
273,The Smalcald Articles by Martin Luther,English,"Luther, Martin",,"Jun 1, 1995"
274,Disputation of Doctor Martin Luther on the Power and Efficacy of Indulgences,English,"Luther, Martin",,"Jun 1, 1995"
275,The Augsburg Confession by Philipp Melanchthon,English,"Melanchthon, Philipp",,"Jun 29, 2008"
276,Franz Haydn's 104th Symphony [1794-5] by Joseph Haydn,English,"Haydn, Joseph",,"Jun 1, 1995"
277,Trinity Site by National Atomic Museum,English,National Atomic Museum (U.S.),,"Jun 29, 2008"
278,Trinity Site: 1945-1995. by White Sands Missile Range . Public Affairs Office,English,White Sands Missile Range (N.M.). Public Affairs Office,,"Sep 14, 2014"
279,Photos and Maps of Trinity (Atomic Test) Site,English,Unavailable,,"Sep 14, 2014"
280,Records of a Family of Engineers by Robert Louis Stevenson,English,"Stevenson, Robert Louis",,"Jun 1, 1995"
281,Father Damien: An Open Letter to the Reverend Dr. Hyde of Honolulu by Stevenson,English,"Stevenson, Robert Louis",,"Jun 1, 1995"
282,"Eothen; Or, Traces of Travel Brought Home from the East by Kinglake",English,"Kinglake, Alexander William",,"Jun 1, 1995"
283,The Reef by Edith Wharton,English,"Wharton, Edith",,"Jun 1, 1995"
284,The House of Mirth by Edith Wharton,English,"Wharton, Edith",,"Jun 1, 1995"
285,The Lost Continent by Charles John Cutcliffe Wright Hyne,English,"Hyne, Charles John Cutcliffe Wright",,"Jul 9, 2008"
286,Laddie: A True Blue Story by Gene Stratton-Porter,English,"Stratton-Porter, Gene",,"Jun 1, 1995"
287,Remember the Alamo by Amelia E. Barr,English,"Barr, Amelia E.",,"Jun 29, 2008"
288,The Certain Hour (Dizain des Poëtes) by James Branch Cabell,English,"Cabell, James Branch",,"Jul 1, 1995"
289,The Wind in the Willows by Kenneth Grahame,English,"Grahame, Kenneth",,"Jul 1, 1995"
290,The Stark Munro Letters by Arthur Conan Doyle,English,"Doyle, Arthur Conan",,"Jul 1, 1995"
291,The Golden Age by Kenneth Grahame,English,"Grahame, Kenneth",,"Jul 3, 2008"
292,"Beauty and the Beast, and Tales of Home by Bayard Taylor",English,"Taylor, Bayard",,"Jun 29, 2008"
293,Paul Prescott's Charge by Jr. Horatio Alger,English,"Alger, Horatio, Jr.",,"Mar 15, 2006"
294,"The Captain of the Polestar, and Other Tales by Arthur Conan Doyle",English,"Doyle, Arthur Conan",,"Jul 1, 1995"
295,The Early Short Fiction of Edith Wharton — Part 1 by Edith Wharton,English,"Wharton, Edith",,"Jul 1, 1995"
296,The Cash Boy by Jr. Horatio Alger,English,"Alger, Horatio, Jr.",,"Mar 15, 2006"
297,The Flirt by Booth Tarkington,English,"Tarkington, Booth",,"Jul 1, 1995"
298,The Market-Place by Harold Frederic,English,"Frederic, Harold",,"Jul 9, 2008"
299,Tales from Two Hemispheres by Hjalmar Hjorth Boyesen,English,"Boyesen, Hjalmar Hjorth",,"Jul 1, 1995"
